Date,Airline,Flight_Num,Origin,Destination,Air_Time,Distance,Dep_Time,Delay,Cancelled (Y/N)
1/1/2018,UA,1728,OGG,SFO,276,2338,1357,-3,N
1/1/2018,UA,1725,SFO,OGG,288,2338,904,-3,N
1/1/2018,UA,1721,SFO,KOA,298,2367,902,-3,N
1/1/2018,UA,1707,IAH,MCO,110,854,1617,-3,N
1/1/2018,UA,1670,SFO,HNL,305,2398,1827,-3,N
1/1/2018,UA,1619,IAH,MSY,42,305,937,-3,N
1/1/2018,UA,1610,SFO,SLC,79,599,1247,-3,N
1/1/2018,UA,1599,IAH,RSW,108,861,1153,-3,N
1/1/2018,UA,1593,EWR,SAN,335,2425,812,-3,N
1/1/2018,UA,1586,SMF,IAD,253,2358,2312,-3,N
1/1/2018,UA,1552,PHX,EWR,238,2133,1142,-3,N
1/1/2018,UA,1476,MIA,IAH,149,964,1514,-3,N
1/1/2018,UA,1403,IAH,ORD,127,925,1008,-3,N
1/1/2018,UA,1281,OGG,LAX,288,2486,2217,-3,N
1/1/2018,UA,1265,SJC,DEN,123,948,1252,-3,N
1/1/2018,UA,1254,IAH,LGA,165,1416,1227,-3,N
1/1/2018,UA,1236,IAH,LAX,195,1379,1632,-3,N
1/1/2018,UA,1194,TPA,EWR,125,997,701,-3,N
1/1/2018,UA,1161,PBI,IAH,160,956,637,-3,N
1/1/2018,UA,1157,IAH,SEA,257,1874,2142,-3,N
1/1/2018,UA,1134,DEN,SLC,65,391,1517,-3,N
1/1/2018,UA,1129,SAN,IAD,243,2253,1217,-3,N
1/1/2018,UA,1116,ORD,MCO,129,1005,957,-3,N
1/1/2018,UA,1103,DEN,IAH,115,862,744,-3,N
1/1/2018,UA,1091,IAH,MIA,114,964,2006,-3,N
1/1/2018,UA,1083,IAH,SAN,180,1303,1152,-3,N
1/1/2018,UA,1082,IAH,SAT,38,191,947,-3,N
1/1/2018,UA,1075,EWR,SNA,323,2434,1742,-3,N
1/1/2018,UA,1061,IAH,MIA,109,964,1813,-3,N
1/1/2018,UA,1041,IAH,IAD,138,1190,732,-3,N
1/1/2018,UA,948,SFO,DEN,117,967,822,-3,N
1/1/2018,UA,751,EWR,LAX,324,2454,1557,-3,N
1/1/2018,UA,731,LAX,SFO,52,337,2126,-3,N
1/1/2018,UA,726,SFO,EWR,275,2565,2242,-3,N
1/1/2018,UA,725,ORD,PHX,202,1440,922,-3,N
1/1/2018,UA,724,HNL,SFO,287,2398,1412,-3,N
1/1/2018,UA,721,IAH,ATL,84,689,1419,-3,N
1/1/2018,UA,712,IAD,SFO,326,2419,1913,-3,N
1/1/2018,UA,711,EWR,FLL,150,1065,2027,-3,N
1/1/2018,UA,708,LAX,SFO,55,337,1109,-3,N
1/1/2018,UA,702,ORD,CLE,48,316,1748,-3,N
1/1/2018,UA,663,EWR,IAH,216,1400,1029,-3,N
1/1/2018,UA,648,DEN,PIT,151,1290,952,-3,N
1/1/2018,UA,647,SFO,TPA,265,2393,1332,-3,N
1/1/2018,UA,641,IAD,BOS,57,413,812,-3,N
1/1/2018,UA,637,DEN,RSW,181,1607,1757,-3,N
1/1/2018,UA,632,IAD,LAX,315,2288,1240,-3,N
1/1/2018,UA,583,MIA,SFO,356,2585,1734,-3,N
1/1/2018,UA,571,EWR,CHS,104,628,727,-3,N
1/1/2018,UA,528,EWR,EGE,254,1725,857,-3,N
1/1/2018,UA,459,DEN,SAN,111,853,1922,-3,N
1/1/2018,UA,438,IAH,SEA,259,1874,1002,-3,N
1/1/2018,UA,419,IAD,MCO,117,758,1712,-3,N
1/1/2018,UA,393,LAX,DEN,109,862,807,-3,N
1/1/2018,UA,391,DEN,TPA,178,1506,1647,-3,N
1/1/2018,UA,374,IAH,MSY,47,305,1655,-3,N
1/1/2018,UA,337,MCI,EWR,132,1092,559,-3,N
1/1/2018,UA,324,LAS,LAX,41,236,528,-3,N
1/1/2018,UA,314,DEN,EWR,182,1605,1845,-3,N
1/1/2018,UA,292,SFO,MCO,271,2446,1252,-3,N
1/1/2018,UA,282,EWR,DEN,231,1605,736,-3,N
1/1/2018,UA,279,MCO,EWR,120,937,2034,-3,N
1/1/2018,UA,269,ORD,DEN,123,888,1941,-3,N
1/1/2018,UA,259,SFO,SEA,95,679,557,-3,N
1/1/2018,UA,240,IAD,SAN,307,2253,1732,-3,N
1/1/2018,UA,233,SFO,EWR,277,2565,807,-3,N
1/1/2018,UA,225,IAD,SFO,321,2419,2202,-3,N
1/1/2018,UA,222,ORD,SFO,241,1846,1357,-3,N
1/1/2018,UA,221,IAD,ORD,93,588,1345,-3,N
1/1/2018,UA,218,HNL,ORD,473,4243,1647,-3,N
1/1/2018,UA,207,SFO,LAX,55,337,1647,-3,N
1/1/2018,UA,202,BUF,ORD,78,474,652,-3,N
1/1/2018,UA,201,HNL,GUM,444,3801,1512,-3,N
1/1/2018,AS,1,DCA,SEA,319,2329,757,-3,N
1/1/2018,AS,62,JNU,SIT,24,95,1020,-3,N
1/1/2018,AS,80,ANC,SEA,180,1448,1012,-3,N
1/1/2018,AS,106,ANC,SEA,185,1448,2147,-3,N
1/1/2018,AS,112,ANC,SEA,176,1448,759,-3,N
1/1/2018,AS,119,SEA,ANC,187,1448,2312,-3,N
1/1/2018,AS,121,SEA,ANC,192,1448,2352,-3,N
1/1/2018,AS,124,FAI,SEA,202,1533,1744,-3,N
1/1/2018,AS,150,ANC,LAX,301,2345,2312,-3,N
1/1/2018,AS,171,IAD,SEA,307,2306,902,-3,N
1/1/2018,AS,332,SEA,SJC,102,696,902,-3,N
1/1/2018,AS,350,SEA,IAH,216,1874,1157,-3,N
1/1/2018,AS,418,SEA,LAX,135,954,1202,-3,N
1/1/2018,AS,432,SEA,LAX,131,954,757,-3,N
1/1/2018,AS,454,SEA,LAX,127,954,2007,-3,N
1/1/2018,AS,455,LAX,SEA,132,954,802,-3,N
1/1/2018,AS,477,SBA,SEA,124,908,1417,-3,N
1/1/2018,AS,492,SEA,SAN,137,1050,1737,-3,N
1/1/2018,AS,499,ONT,SEA,133,956,1015,-3,N
1/1/2018,AS,512,SEA,SAN,,1050,722,-3,N
1/1/2018,AS,545,ONT,SEA,136,956,557,-3,N
1/1/2018,AS,562,PDX,LAX,115,834,1857,-3,N
1/1/2018,AS,632,SEA,PHX,136,1107,2052,-3,N
1/1/2018,AS,646,SEA,PHX,135,1107,1542,-3,N
1/1/2018,AS,738,SEA,MCI,173,1489,1856,-3,N
1/1/2018,AS,749,DEN,SEA,150,1024,1044,-3,N
1/1/2018,AS,759,MCI,SEA,215,1489,1631,-3,N
1/1/2018,AS,764,PDX,DCA,263,2350,950,-3,N
1/1/2018,AS,772,SAN,EWR,286,2425,646,-3,N
1/1/2018,AS,951,SMF,PDX,78,479,917,-3,N
1/1/2018,AS,952,PDX,SMF,66,479,1707,-3,N
1/1/2018,AS,955,LAS,SEA,126,867,2132,-3,N
1/1/2018,9E,3693,CVG,BOS,93,752,1332,-3,N
1/1/2018,9E,3843,LGA,RDU,77,431,1627,-3,N
1/1/2018,9E,3894,MSP,OMA,45,282,1513,-3,N
1/1/2018,9E,3901,JAX,JFK,99,828,557,-3,N
1/1/2018,9E,3905,CID,ATL,85,694,1727,-3,N
1/1/2018,9E,3919,ROC,DTW,48,296,557,-3,N
1/1/2018,9E,3924,BGR,LGA,70,378,657,-3,N
1/1/2018,9E,3926,DTW,SAT,168,1214,817,-3,N
1/1/2018,9E,3937,ATL,BMI,82,533,2222,-3,N
1/1/2018,9E,3939,PHL,MSP,143,980,1637,-3,N
1/1/2018,9E,3970,ATL,DHN,20,170,1202,-3,N
1/1/2018,9E,3994,CLE,DTW,26,95,1742,-3,N
1/1/2018,9E,4007,JFK,BNA,121,765,1812,-3,N
1/1/2018,9E,4009,JFK,BWI,38,184,1602,-3,N
1/1/2018,9E,4033,SYR,JFK,44,209,1208,-3,N
1/1/2018,9E,4053,FAR,MSP,42,223,911,-3,N
1/1/2018,9E,4066,ORD,JFK,91,740,657,-3,N
1/1/2018,9E,4084,ATL,MSP,137,907,937,-3,N
1/1/2018,9E,4090,ATL,BMI,88,533,1242,-3,N
1/1/2018,9E,4110,DTW,TVC,45,207,1952,-3,N
1/1/2018,9E,4120,LGA,BTV,50,258,1812,-3,N
1/1/2018,9E,4153,JFK,IAD,52,228,1927,-3,N
1/1/2018,9E,4189,JFK,CLT,97,541,1456,-3,N
1/1/2018,9E,5001,ROC,JFK,51,264,1152,-3,N
1/1/2018,9E,3303,MSP,CWA,36,175,1132,-3,N
1/1/2018,9E,3323,ATL,TYS,30,152,2202,-3,N
1/1/2018,9E,3370,FAR,ATL,140,1123,557,-3,N
1/1/2018,9E,3371,TYS,ATL,31,152,1624,-3,N
1/1/2018,9E,3418,DTW,LAN,19,74,1522,-3,N
1/1/2018,9E,3423,DTW,GRR,29,120,1542,-3,N
1/1/2018,9E,3434,MSP,ATW,44,236,907,-3,N
1/1/2018,9E,3474,BNA,MCO,90,616,657,-3,N
1/1/2018,9E,3496,CVG,DTW,46,229,557,-3,N
1/1/2018,9E,3508,DTW,PIT,37,201,1157,-3,N
1/1/2018,9E,3515,BNA,DTW,80,456,832,-3,N
1/1/2018,B6,62,PBI,LGA,134,1035,947,-3,N
1/1/2018,B6,115,SYR,JFK,45,209,533,-3,N
1/1/2018,B6,375,PHL,FLL,147,992,657,-3,N
1/1/2018,B6,447,OAK,LGB,63,353,1338,-3,N
1/1/2018,B6,453,JFK,PBI,175,1028,828,-3,N
1/1/2018,B6,475,PVD,MCO,176,1072,742,-3,N
1/1/2018,B6,601,JFK,FLL,158,1069,542,-3,N
1/1/2018,B6,651,TPA,SJU,144,1237,657,-3,N
1/1/2018,B6,699,BDL,DCA,69,313,926,-3,N
1/1/2018,B6,745,JFK,PSE,206,1617,2347,-3,N
1/1/2018,B6,860,PHL,BOS,45,280,617,-3,N
1/1/2018,B6,1006,LGB,SEA,129,965,1428,-3,N
1/1/2018,B6,1425,JFK,TPA,159,1005,1844,-3,N
1/1/2018,B6,1507,JFK,IAD,49,228,2204,-3,N
1/1/2018,B6,1600,BOS,DCA,75,399,557,-3,N
1/1/2018,B6,1611,JFK,LAS,313,2248,842,-3,N
1/1/2018,B6,1654,SJU,FLL,148,1046,1427,-3,N
1/1/2018,B6,1970,FLL,BOS,149,1237,537,-3,N
1/1/2018,B6,2132,LGB,SLC,84,588,1917,-3,N
1/1/2018,B6,2135,SFO,LGB,63,354,1504,-3,N
1/1/2018,B6,2504,SJU,JFK,234,1598,647,-3,N
1/1/2018,EV,2817,DFW,BTR,52,383,1027,-3,N
1/1/2018,EV,2859,TYS,DFW,119,771,1402,-3,N
1/1/2018,EV,3916,IAH,AEX,34,190,1027,-3,N
1/1/2018,EV,3937,IAH,OMA,112,781,937,-3,N
1/1/2018,EV,3939,BNA,ORD,72,409,1047,-3,N
1/1/2018,EV,3946,MOB,IAH,88,427,702,-3,N
1/1/2018,EV,3949,ORD,DAY,41,240,1552,-3,N
1/1/2018,EV,3951,IAH,LRD,56,301,2137,-3,N
1/1/2018,EV,3974,ORD,GSP,75,577,1347,-3,N
1/1/2018,EV,4044,FSD,ORD,76,462,747,-3,N
1/1/2018,EV,4072,CLE,MKE,57,328,1622,-3,N
1/1/2018,EV,4126,CLE,ORD,59,316,602,-3,N
1/1/2018,EV,4137,RIC,ORD,107,642,1007,-3,N
1/1/2018,EV,5427,MYR,ATL,62,317,1406,-3,N
1/1/2018,EV,5488,ATL,BTR,71,448,1829,-3,N
1/1/2018,EV,4205,MAF,IAH,67,429,1202,-3,N
1/1/2018,EV,4215,IAH,VPS,72,528,2015,-3,N
1/1/2018,EV,4282,ORD,BTV,100,763,1357,-3,N
1/1/2018,EV,4288,ORD,FSD,71,462,1557,-3,N
1/1/2018,EV,4298,SGF,IAH,89,513,700,-3,N
1/1/2018,EV,4302,CLE,DCA,62,310,1752,-3,N
1/1/2018,EV,4320,IAH,GRK,34,166,2152,-3,N
1/1/2018,EV,4338,EWR,CLE,73,404,1252,-3,N
1/1/2018,EV,4385,IAH,TYS,97,771,1937,-3,N
1/1/2018,EV,4388,JAN,IAH,73,351,707,-3,N
1/1/2018,EV,4408,IAH,LBB,74,458,937,-3,N
1/1/2018,EV,5257,ATL,SGF,90,563,2019,-3,N
1/1/2018,EV,5305,HPN,ATL,132,780,557,-3,N
1/1/2018,EV,5348,ATL,JAN,59,341,817,-3,N
1/1/2018,EV,5370,GPT,ATL,54,352,1352,-3,N
1/1/2018,EV,5383,ATL,CAE,32,192,1342,-3,N
1/1/2018,F9,632,ABQ,DEN,54,349,527,-3,N
1/1/2018,F9,885,TTN,MIA,148,1047,642,-3,N
1/1/2018,F9,1817,RSW,DTW,148,1084,652,-3,N
1/1/2018,F9,1720,STL,MCO,124,882,657,-3,N
1/1/2018,F9,1646,DEN,OMA,60,472,802,-3,N
1/1/2018,F9,1138,LAS,AUS,122,1090,626,-3,N
1/1/2018,F9,1228,TPA,BUF,137,1053,1102,-3,N
1/1/2018,F9,1218,DEN,STL,88,770,1322,-3,N
1/1/2018,F9,1999,LAS,SFO,64,414,1600,-3,N
1/1/2018,F9,481,MSY,DEN,151,1062,1927,-3,N
1/1/2018,G4,906,PIE,DAY,122,831,647,-3,N
1/1/2018,G4,803,MDT,PIE,144,912,1153,-3,N
1/1/2018,G4,816,PIE,HTS,98,721,1145,-3,N
1/1/2018,G4,878,PIE,BMI,134,936,637,-3,N
1/1/2018,G4,186,AZA,BIS,142,1092,627,-3,N
1/1/2018,G4,1800,BLI,PSP,140,1078,827,-3,N
1/1/2018,G4,433,MLI,LAS,192,1376,1324,-3,N
1/1/2018,G4,457,FSD,LAS,153,1104,1343,-3,N
1/1/2018,G4,404,LAS,ICT,117,986,1559,-3,N
1/1/2018,HA,4,HNL,LAX,280,2556,2147,-3,N
1/1/2018,HA,28,HNL,SEA,304,2677,2257,-3,N
1/1/2018,HA,43,SJC,HNL,309,2417,857,-3,N
1/1/2018,HA,131,ITO,HNL,37,216,1712,-3,N
1/1/2018,HA,142,HNL,ITO,36,216,1707,-3,N
1/1/2018,HA,143,HNL,LIH,22,102,1207,-3,N
1/1/2018,HA,178,HNL,KOA,27,163,1545,-3,N
1/1/2018,HA,183,HNL,LIH,21,102,839,-3,N
1/1/2018,HA,192,HNL,ITO,34,216,1627,-3,N
1/1/2018,HA,224,LIH,HNL,20,102,2045,-3,N
1/1/2018,HA,246,HNL,OGG,22,100,1332,-3,N
1/1/2018,HA,258,HNL,KOA,28,163,1037,-3,N
1/1/2018,HA,285,OGG,HNL,22,100,657,-3,N
1/1/2018,HA,306,HNL,OGG,21,100,730,-3,N
1/1/2018,HA,318,HNL,KOA,28,163,930,-3,N
1/1/2018,HA,323,HNL,LIH,21,102,2157,-3,N
1/1/2018,HA,355,OGG,HNL,22,100,1333,-3,N
1/1/2018,HA,505,OGG,HNL,22,100,1444,-3,N
1/1/2018,HA,587,KOA,HNL,29,163,938,-3,N
1/1/2018,MQ,3537,AMA,DFW,51,312,1228,-3,N
1/1/2018,MQ,3565,BWI,JFK,40,184,1322,-3,N
1/1/2018,MQ,3595,ORD,CWA,39,213,1645,-3,N
1/1/2018,MQ,3599,DFW,XNA,43,280,1047,-3,N
1/1/2018,MQ,3620,CVG,JFK,95,589,1242,-3,N
1/1/2018,MQ,3639,DFW,XNA,43,280,1212,-3,N
1/1/2018,MQ,3650,CMH,ORD,52,296,707,-3,N
1/1/2018,MQ,3675,JAN,DFW,71,408,1612,-3,N
1/1/2018,MQ,3679,OMA,ORD,71,416,1241,-3,N
1/1/2018,MQ,3690,DFW,BPT,46,270,2349,-3,N
1/1/2018,MQ,3301,DFW,ICT,51,328,2217,-3,N
1/1/2018,MQ,3322,ORD,SUX,64,436,2017,-3,N
1/1/2018,MQ,3329,PIT,MIA,149,1013,1152,-3,N
1/1/2018,MQ,3333,ORD,IND,32,177,957,-3,N
1/1/2018,MQ,3362,ORD,MHK,81,501,2017,-3,N
1/1/2018,MQ,3364,LGA,ORF,55,296,957,-3,N
1/1/2018,MQ,3403,RST,ORD,53,268,954,-3,N
1/1/2018,MQ,3409,CVG,DFW,129,812,1856,-3,N
1/1/2018,MQ,3423,CMH,JFK,79,483,1326,-3,N
1/1/2018,MQ,3423,LGA,CMH,85,479,1102,-3,N
1/1/2018,MQ,3436,MIA,GNV,52,294,1356,-3,N
1/1/2018,MQ,3463,OKC,ORD,89,693,527,-3,N
1/1/2018,MQ,3476,ORD,XNA,85,522,1502,-3,N
1/1/2018,MQ,3699,MSN,ORD,31,108,1502,-3,N
1/1/2018,MQ,3700,DFW,LFT,52,351,857,-3,N
1/1/2018,MQ,3716,CMI,ORD,38,135,617,-3,N
1/1/2018,MQ,3745,DFW,JAN,58,408,1022,-3,N
1/1/2018,MQ,3779,CMH,LGA,72,479,837,-3,N
1/1/2018,MQ,3819,RDU,LGA,61,431,945,-3,N
1/1/2018,MQ,3827,DFW,JLN,54,327,2037,-3,N
1/1/2018,MQ,3835,ORD,LIT,80,552,1000,-3,N
1/1/2018,MQ,3962,DFW,BPT,52,270,1037,-3,N
1/1/2018,MQ,4033,OKC,DFW,39,175,1226,-3,N
1/1/2018,MQ,4070,JAX,DFW,144,918,1137,-3,N
1/1/2018,NK,564,SAN,ORD,200,1723,1354,-3,N
1/1/2018,NK,568,MSY,BOS,146,1368,857,-3,N
1/1/2018,NK,603,FLL,SJU,117,1046,657,-3,N
1/1/2018,NK,618,MSY,MCO,73,551,1716,-3,N
1/1/2018,NK,630,ORD,LGA,96,733,1802,-3,N
1/1/2018,NK,631,DTW,TPA,135,983,1727,-3,N
1/1/2018,NK,643,DTW,TPA,136,983,757,-3,N
1/1/2018,NK,672,MSY,FLL,78,674,527,-3,N
1/1/2018,NK,709,LAX,DTW,228,1979,2256,-3,N
1/1/2018,NK,712,IAH,EWR,166,1400,627,-3,N
1/1/2018,NK,757,EWR,LAS,303,2227,627,-3,N
1/1/2018,NK,804,DTW,MCI,88,629,1527,-3,N
1/1/2018,NK,816,LAX,MCI,157,1363,1832,-3,N
1/1/2018,NK,844,FLL,DTW,147,1127,747,-3,N
1/1/2018,NK,903,ORD,DFW,116,802,1917,-3,N
1/1/2018,NK,904,DFW,MCO,117,985,1546,-3,N
1/1/2018,NK,971,FLL,DFW,159,1119,2027,-3,N
1/1/2018,NK,1068,LAS,CLE,214,1824,912,-3,N
1/1/2018,NK,111,DTW,LAS,246,1749,557,-3,N
1/1/2018,NK,130,MCO,EWR,125,937,957,-3,N
1/1/2018,NK,138,MCO,ACY,103,852,914,-3,N
1/1/2018,NK,1443,BOS,MCO,182,1121,1712,-3,N
1/1/2018,NK,162,FLL,BDL,151,1173,824,-3,N
1/1/2018,NK,170,LAS,MSP,167,1299,1512,-3,N
1/1/2018,NK,180,FLL,LGA,134,1076,1136,-3,N
1/1/2018,NK,198,FLL,MCO,30,177,807,-3,N
1/1/2018,NK,339,FLL,LAX,350,2343,2057,-3,N
1/1/2018,NK,363,ATL,IAH,115,689,637,-3,N
1/1/2018,NK,404,ATL,LAX,286,1947,1144,-3,N
1/1/2018,NK,525,EWR,FLL,174,1065,1522,-3,N
1/1/2018,OH,5464,CLT,HPN,84,564,1117,-3,N
1/1/2018,OH,5475,GSO,CLT,33,83,916,-3,N
1/1/2018,OH,5477,CLT,SDF,61,335,1947,-3,N
1/1/2018,OH,5502,MHT,CLT,129,737,1410,-3,N
1/1/2018,OH,5509,IAD,CLT,65,322,1057,-3,N
1/1/2018,OH,5557,CVG,DCA,56,411,1132,-3,N
1/1/2018,OH,5558,CLT,ILM,34,185,1117,-3,N
1/1/2018,OH,5584,PHL,BUF,56,279,837,-3,N
1/1/2018,OH,5611,DCA,TYS,77,437,1957,-3,N
1/1/2018,OH,5700,AVL,CLT,31,91,2202,-3,N
1/1/2018,OH,5038,CLT,EVV,75,414,2231,-3,N
1/1/2018,OH,5043,CLT,CAE,24,88,1431,-3,N
1/1/2018,OH,5067,CVG,PHL,74,507,1320,-3,N
1/1/2018,OH,5073,FAY,CLT,37,118,647,-3,N
1/1/2018,OH,5116,CLT,OKC,149,940,1117,-3,N
1/1/2018,OH,5145,CLT,MDT,64,413,1432,-3,N
1/1/2018,OH,5145,MDT,CLT,73,413,1648,-3,N
1/1/2018,OH,5151,GSO,PHL,56,365,816,-3,N
1/1/2018,OH,5166,MYR,CLT,36,157,1115,-3,N
1/1/2018,OH,5183,CLT,VPS,81,460,1127,-3,N
1/1/2018,OH,5215,DAY,DCA,58,391,922,-3,N
1/1/2018,OH,5221,CLT,TYS,36,177,1951,-3,N
1/1/2018,OH,5244,CVG,CLT,66,335,1737,-3,N
1/1/2018,OH,5282,ILM,CLT,45,185,1739,-3,N
1/1/2018,OH,5318,CLT,MEM,95,511,927,-3,N
1/1/2018,OH,5338,SDF,CLT,58,335,922,-3,N
1/1/2018,OH,5339,CLT,CMH,66,347,1132,-3,N
1/1/2018,OH,5342,CLT,AVL,23,91,1431,-3,N
1/1/2018,OH,5345,MKE,CLT,91,651,1043,-3,N
1/1/2018,OH,5353,DCA,CRW,45,249,2217,-3,N
1/1/2018,OH,5377,CLT,CHS,36,168,1757,-3,N
1/1/2018,OH,5412,CHS,CLT,34,168,928,-3,N
1/1/2018,OH,5437,CLT,MSN,113,708,1417,-3,N
1/1/2018,OH,5438,ORF,CLT,69,290,1743,-3,N
1/1/2018,OH,5442,CLT,CHS,41,168,1252,-3,N
1/1/2018,OO,2965,TYS,ORD,83,475,750,-3,N
1/1/2018,OO,2975,LAX,RNO,58,391,1057,-3,N
1/1/2018,OO,2996,PHX,LAX,63,370,637,-3,N
1/1/2018,OO,3012,TUS,LAX,71,451,757,-3,N
1/1/2018,OO,3023,RDM,LAX,101,726,557,-3,N
1/1/2018,OO,3036,FLG,PHX,27,119,1756,-3,N
1/1/2018,OO,3062,PHX,FAT,72,493,2107,-3,N
1/1/2018,OO,3078,PHX,STS,108,699,1052,-3,N
1/1/2018,OO,3099,ORD,CID,37,196,951,-3,N
1/1/2018,OO,3102,HDN,ORD,130,1009,1222,-3,N
1/1/2018,OO,3102,ORD,HDN,147,1009,947,-3,N
1/1/2018,OO,3113,ORD,MKE,18,67,847,-3,N
1/1/2018,OO,3125,MEI,DFW,84,485,937,-3,N
1/1/2018,OO,3174,PHX,RDM,131,893,2103,-3,N
1/1/2018,OO,3323,LGA,DAL,240,1381,1122,-3,N
1/1/2018,OO,3331,BZN,PDX,90,554,1716,-3,N
1/1/2018,OO,3426,SEA,BOI,55,399,1917,-3,N
1/1/2018,OO,3454,SAN,MCI,170,1334,2007,-3,N
1/1/2018,OO,3456,SAN,STL,189,1557,937,-3,N
1/1/2018,OO,3457,STL,SAN,230,1557,1539,-3,N
1/1/2018,OO,3471,FAT,SAN,55,314,1739,-3,N
1/1/2018,OO,3472,SAN,FAT,50,314,1826,-3,N
1/1/2018,OO,3484,BOI,SAN,111,749,1034,-3,N
1/1/2018,OO,3520,DTW,ATW,54,296,2019,-3,N
1/1/2018,OO,3535,MSP,LNK,50,331,1057,-3,N
1/1/2018,OO,3551,SLC,BUR,101,574,822,-3,N
1/1/2018,OO,3561,LAX,DEN,116,862,1157,-3,N
1/1/2018,OO,4277,DTW,SCE,50,301,1128,-3,N
1/1/2018,OO,4291,DTW,IMT,63,344,1157,-3,N
1/1/2018,OO,4441,DTW,LAN,20,74,822,-3,N
1/1/2018,OO,4469,SFO,SLC,88,599,1027,-3,N
1/1/2018,OO,4479,SUN,LAX,106,696,1131,-3,N
1/1/2018,OO,4504,FWA,MSP,77,488,707,-3,N
1/1/2018,OO,4506,SLC,IAH,150,1195,927,-3,N
1/1/2018,OO,4549,SLC,RNO,66,422,2007,-3,N
1/1/2018,OO,4557,MSP,MDW,67,349,1312,-3,N
1/1/2018,OO,4590,SLC,LAS,57,368,1412,-3,N
1/1/2018,OO,4599,SLC,BIL,58,387,1057,-3,N
1/1/2018,OO,4607,DTW,MKE,44,237,1957,-3,N
1/1/2018,OO,4628,MSP,MKE,51,297,1517,-3,N
1/1/2018,OO,4630,COS,SLC,79,411,812,-3,N
1/1/2018,OO,4643,LGB,SLC,85,588,717,-3,N
1/1/2018,OO,4671,MSP,MSN,40,228,1312,-3,N
1/1/2018,OO,4675,SEA,PDX,35,129,737,-3,N
1/1/2018,OO,4680,CAK,DTW,36,133,612,-3,N
1/1/2018,OO,4696,DTW,CAK,29,133,1952,-3,N
1/1/2018,OO,4785,SEA,GEG,37,224,1507,-3,N
1/1/2018,OO,4797,MSP,RAP,79,489,1317,-3,N
1/1/2018,OO,4835,LAX,SFO,53,337,1702,-3,N
1/1/2018,OO,4878,MLU,ATL,63,448,1357,-3,N
1/1/2018,OO,4880,MGM,ATL,30,147,557,-3,N
1/1/2018,OO,4881,SAT,SLC,160,1087,1402,-3,N
1/1/2018,OO,4925,MSP,BNA,94,695,1322,-3,N
1/1/2018,OO,4976,FCA,SLC,70,531,557,-3,N
1/1/2018,OO,4985,BTR,ATL,62,448,557,-3,N
1/1/2018,OO,5008,DEN,SGU,80,517,1856,-3,N
1/1/2018,OO,5044,MBS,ORD,42,222,933,-3,N
1/1/2018,OO,5055,ONT,SFO,64,363,757,-3,N
1/1/2018,OO,5064,ORD,MBS,42,222,656,-3,N
1/1/2018,OO,5182,HLN,DEN,77,594,702,-3,N
1/1/2018,OO,5215,OMA,SFO,210,1433,758,-3,N
1/1/2018,OO,5243,SFO,GEG,104,733,1037,-3,N
1/1/2018,OO,5274,BOI,ORD,179,1437,827,-3,N
1/1/2018,OO,5310,SUN,SFO,96,587,1357,-3,N
1/1/2018,OO,5348,ABQ,SFO,139,896,557,-3,N
1/1/2018,OO,5351,STL,ORD,54,258,1847,-3,N
1/1/2018,OO,5362,BUR,SFO,56,326,1342,-3,N
1/1/2018,OO,5372,LAX,BOI,100,674,2056,-3,N
1/1/2018,OO,5432,SFO,BUR,53,326,1557,-3,N
1/1/2018,OO,5435,PHX,LAX,64,370,1047,-3,N
1/1/2018,OO,5476,BFL,DEN,119,845,1326,-3,N
1/1/2018,OO,5521,DEN,BZN,94,524,1515,-3,N
1/1/2018,OO,5531,DEN,RAP,46,300,1957,-3,N
1/1/2018,OO,5636,ORD,LGA,92,733,1204,-3,N
1/1/2018,OO,5687,SFO,JAC,104,737,1441,-3,N
1/1/2018,OO,5806,LAX,JAC,106,784,812,-3,N
1/1/2018,OO,5840,LAX,SAN,29,109,2232,-3,N
1/1/2018,OO,5952,DEN,AUS,102,775,1513,-3,N
1/1/2018,OO,5953,MCI,DEN,94,533,1712,-3,N
1/1/2018,OO,5966,ORD,DTW,52,235,1752,-3,N
1/1/2018,OO,5977,LAX,SMF,60,373,1447,-3,N
1/1/2018,OO,7368,ESC,DTW,50,306,1758,-3,N
1/1/2018,OO,7372,MSP,BJI,37,199,1952,-3,N
1/1/2018,OO,7383,SLC,CPR,47,320,928,-3,N
1/1/2018,OO,7403,MSP,HIB,31,174,1927,-3,N
1/1/2018,OO,7406,MSP,CIU,73,435,2013,-3,N
1/1/2018,OO,7416,MSP,RHI,43,190,1512,-3,N
1/1/2018,VX,1060,HNL,LAX,298,2556,2227,-3,N
1/1/2018,VX,1182,SFO,EWR,294,2565,2142,-3,N
1/1/2018,VX,1222,SFO,AUS,167,1504,1712,-3,N
1/1/2018,VX,1406,LAX,JFK,297,2475,1102,-3,N
1/1/2018,VX,1598,SFO,PSP,66,421,1655,-3,N
1/1/2018,VX,1779,LAX,SEA,133,954,1537,-3,N
1/1/2018,VX,1792,SEA,LAX,126,954,1937,-3,N
1/1/2018,VX,1795,LAX,PDX,120,834,1027,-3,N
1/1/2018,VX,1874,LAX,DAL,146,1246,1122,-3,N
1/1/2018,VX,1923,LAX,SFO,53,337,722,-3,N
1/1/2018,WN,39,ABQ,DAL,77,580,1242,-3,N
