Date,Airline,Flight_Num,Origin,Destination,Air_Time,Distance,Dep_Time,Delay,Cancelled (Y/N)
1/1/2018,AS,50,SCC,BRW,39,204,1655,-30,N
1/1/2018,OO,5431,MSN,DEN,121,826,1610,-25,N
1/1/2018,G4,5123,FSD,AZA,146,1072,1816,-24,N
1/1/2018,OO,5118,LAX,SGU,53,349,1912,-24,N
1/1/2018,AS,62,KTN,SEA,93,680,1328,-23,N
1/1/2018,EV,4403,TUS,IAH,109,936,1145,-23,N
1/1/2018,EV,4054,MOB,IAH,83,427,914,-21,N
1/1/2018,OO,7439,INL,MSP,44,255,1705,-21,N
1/1/2018,AS,505,SNA,SEA,135,978,1927,-20,N
1/1/2018,HA,230,OGG,KOA,22,84,1144,-20,N
1/1/2018,F9,1646,OMA,MCO,146,1211,1100,-19,N
1/1/2018,F9,1472,OMA,RSW,147,1299,1351,-19,N
1/1/2018,G4,1665,PIA,PGD,134,1045,1610,-19,N
1/1/2018,NK,356,LAS,ORD,181,1514,1818,-19,N
1/1/2018,OO,5023,SBP,LAX,37,156,2011,-19,N
1/1/2018,OO,5204,ACV,SFO,46,250,1451,-19,N
1/1/2018,OO,5884,ASE,DEN,28,125,1906,-19,N
1/1/2018,AA,943,STT,MIA,154,1107,1441,-19,N
1/1/2018,AS,70,ANC,JNU,80,571,1947,-18,N
1/1/2018,AS,880,KOA,SEA,327,2688,2307,-18,N
1/1/2018,9E,3667,LGA,PWM,47,269,1340,-18,N
1/1/2018,F9,95,MCI,DEN,89,533,1948,-18,N
1/1/2018,G4,862,PIE,CID,149,1090,1247,-18,N
1/1/2018,OH,5596,AVP,CLT,97,509,950,-18,N
1/1/2018,OO,3046,YUM,PHX,37,160,2047,-18,N
1/1/2018,AS,399,SJC,SEA,96,696,2053,-17,N
1/1/2018,AS,834,HNL,PDX,313,2603,1218,-17,N
1/1/2018,B6,589,DCA,JAX,109,634,842,-17,N
1/1/2018,OO,3388,SEA,PDX,30,129,615,-17,N
1/1/2018,OO,3498,PDX,SBA,112,784,750,-17,N
1/1/2018,OO,7360,LWS,SLC,61,461,1206,-17,N
1/1/2018,VX,1241,ORD,LAX,244,1744,1728,-17,N
1/1/2018,AA,298,HNL,LAX,301,2556,2218,-17,N
1/1/2018,DL,2178,PHX,DTW,192,1671,2313,-17,N
1/1/2018,UA,2010,HNL,SFO,286,2398,24,-16,N
1/1/2018,AS,40,ADQ,ANC,41,253,1639,-16,N
1/1/2018,AS,49,ANC,ADQ,49,253,1452,-16,N
1/1/2018,AS,363,SMF,SEA,87,605,1627,-16,N
1/1/2018,AS,589,BUR,SEA,130,937,1655,-16,N
1/1/2018,AS,844,LIH,SJC,297,2466,1154,-16,N
1/1/2018,9E,3391,ILM,ATL,70,377,952,-16,N
1/1/2018,B6,1145,RIC,FLL,128,805,935,-16,N
1/1/2018,NK,890,SJU,MCO,175,1189,1104,-16,N
1/1/2018,NK,892,SJU,MCO,163,1189,1503,-16,N
1/1/2018,NK,341,ACY,TPA,151,913,1014,-16,N
1/1/2018,OO,3481,PDX,SEA,28,129,1346,-16,N
1/1/2018,OO,3562,ATL,BTR,74,448,2209,-16,N
1/1/2018,OO,4533,BZN,SLC,47,347,1248,-16,N
1/1/2018,OO,5006,SBA,LAX,25,89,1254,-16,N
1/1/2018,OO,5452,RDD,SFO,46,199,919,-16,N
1/1/2018,OO,5733,DEN,ASE,25,125,2124,-16,N
1/1/2018,OO,7411,PLN,DTW,38,243,1334,-16,N
1/1/2018,YV,5990,MEM,DFW,74,431,2059,-16,N
1/1/2018,YX,4696,DCA,EYW,163,1023,959,-16,N
1/1/2018,AA,1091,SJU,MIA,146,1045,959,-16,N
1/1/2018,AA,108,HNL,LAX,302,2556,754,-16,N
1/1/2018,AA,240,LAX,HNL,331,2556,644,-16,N
1/1/2018,UA,1205,KOA,LAX,290,2504,1320,-15,N
1/1/2018,UA,1026,EGE,EWR,203,1725,1220,-15,N
1/1/2018,UA,714,FLL,EWR,138,1065,1210,-15,N
1/1/2018,AS,585,SNA,PDX,122,859,1834,-15,N
1/1/2018,AS,624,PDX,LAS,102,763,2055,-15,N
1/1/2018,AS,675,LAS,SEA,124,867,2020,-15,N
1/1/2018,AS,816,LIH,SEA,308,2701,2145,-15,N
1/1/2018,AS,822,OGG,PDX,309,2562,2343,-15,N
1/1/2018,B6,1681,DCA,RSW,143,892,2044,-15,N
1/1/2018,B6,1887,ORH,MCO,175,1091,1643,-15,N
1/1/2018,EV,4103,RIC,ORD,111,642,1330,-15,N
1/1/2018,EV,4331,IAH,IND,110,844,720,-15,N
1/1/2018,EV,4340,SAV,IAH,144,851,1815,-15,N
1/1/2018,G4,802,PIE,MDT,120,912,834,-15,N
1/1/2018,NK,945,ACY,RSW,164,982,1707,-15,N
1/1/2018,NK,342,PHX,MSP,159,1276,1320,-15,N
1/1/2018,OH,5107,ALB,DCA,65,318,1312,-15,N
1/1/2018,OO,3309,DAL,PDX,238,1626,1914,-15,N
1/1/2018,OO,3327,LGA,DAL,210,1381,1744,-15,N
1/1/2018,OO,3377,SNA,SFO,60,372,2105,-15,N
1/1/2018,OO,3391,PDX,BLI,43,221,2237,-15,N
1/1/2018,OO,4486,ASE,ATL,156,1304,1330,-15,N
1/1/2018,OO,4689,DLH,MSP,35,144,1700,-15,N
1/1/2018,OO,5052,MRY,LAX,50,266,515,-15,N
1/1/2018,OO,5053,MRY,LAX,54,266,920,-15,N
1/1/2018,OO,5270,BOI,DEN,85,649,1655,-15,N
1/1/2018,OO,5414,LAX,RNO,63,391,815,-15,N
1/1/2018,OO,5740,STS,SFO,25,66,1405,-15,N
1/1/2018,OO,5801,DRO,DEN,40,250,1118,-15,N
1/1/2018,OO,7385,EKO,SLC,38,200,545,-15,N
1/1/2018,YX,4528,EYW,CLT,106,736,1235,-15,N
1/1/2018,YX,3585,ICT,IAH,78,542,1835,-15,N
1/1/2018,AA,2227,STX,MIA,165,1139,830,-15,N
1/1/2018,AA,266,LIH,LAX,318,2615,1513,-15,N
1/1/2018,DL,1351,RSW,LGA,131,1080,1521,-15,N
1/1/2018,UA,1038,IAD,LAX,332,2288,606,-14,N
1/1/2018,UA,435,KOA,SFO,289,2367,1536,-14,N
1/1/2018,AS,50,BRW,ANC,100,725,1855,-14,N
1/1/2018,AS,480,PDX,JFK,296,2454,2106,-14,N
1/1/2018,AS,621,LAS,PDX,114,763,1941,-14,N
1/1/2018,AS,779,STL,SEA,236,1709,1906,-14,N
1/1/2018,AS,808,OGG,BLI,326,2681,1551,-14,N
1/1/2018,AS,810,SEA,SNA,136,978,1111,-14,N
1/1/2018,9E,3305,CWA,DTW,53,363,831,-14,N
1/1/2018,B6,482,RSW,DCA,110,892,1736,-14,N
1/1/2018,B6,760,PHL,BOS,53,280,2036,-14,N
1/1/2018,EV,2824,FSM,DFW,42,227,2144,-14,N
1/1/2018,EV,4189,IAH,JAN,58,351,721,-14,N
1/1/2018,EV,4411,IND,IAH,134,844,1126,-14,N
1/1/2018,F9,598,SJC,DEN,120,948,1836,-14,N
1/1/2018,F9,1091,COS,LAS,93,604,2146,-14,N
1/1/2018,HA,23,OAK,OGG,294,2349,646,-14,N
1/1/2018,NK,187,BWI,MCO,123,787,1511,-14,N
1/1/2018,NK,256,RSW,BOS,152,1249,1104,-14,N
1/1/2018,NK,265,ACY,FLL,151,977,2000,-14,N
1/1/2018,OO,3011,FLG,PHX,25,119,1912,-14,N
1/1/2018,OO,3315,SJC,LAX,54,308,1026,-14,N
1/1/2018,OO,3449,FAT,PDX,95,626,1428,-14,N
1/1/2018,OO,3499,SBA,PDX,119,784,1048,-14,N
1/1/2018,OO,4485,FNT,MSP,88,491,646,-14,N
1/1/2018,OO,4584,MDW,DTW,51,228,1221,-14,N
1/1/2018,OO,4804,LAX,BOI,106,674,1845,-14,N
1/1/2018,OO,5063,PUB,DEN,34,109,1326,-14,N
1/1/2018,OO,5465,RDM,SFO,75,462,1026,-14,N
1/1/2018,OO,5549,RDD,SFO,40,199,546,-14,N
1/1/2018,OO,5603,SFO,ACV,44,250,1256,-14,N
1/1/2018,OO,5794,LAX,HDN,101,763,1104,-14,N
1/1/2018,VX,1345,FLL,SFO,361,2584,906,-14,N
1/1/2018,YV,5987,SBA,PHX,69,455,1906,-14,N
1/1/2018,YX,4463,OMA,CLT,111,913,1721,-14,N
1/1/2018,YX,4612,BTV,DCA,78,437,1201,-14,N
1/1/2018,AA,2299,HDN,DFW,94,769,1541,-14,N
1/1/2018,AA,2092,ILM,CLT,38,185,646,-14,N
1/1/2018,AA,239,HNL,LAX,302,2556,1221,-14,N
1/1/2018,AA,287,SJU,MIA,141,1045,716,-14,N
1/1/2018,UA,1825,SJU,EWR,219,1608,1707,-13,N
1/1/2018,UA,1796,SFO,EWR,290,2565,2342,-13,N
1/1/2018,UA,1511,SFO,PHX,85,651,727,-13,N
1/1/2018,UA,1456,SFO,EWR,286,2565,43,-13,N
1/1/2018,UA,1153,SFO,BWI,272,2457,2346,-13,N
1/1/2018,UA,1104,ANC,DEN,281,2405,12,-13,N
1/1/2018,UA,745,LGA,DEN,228,1620,1440,-13,N
1/1/2018,UA,680,SFO,ORD,209,1846,17,-13,N
1/1/2018,UA,521,SLC,DEN,57,391,1737,-13,N
1/1/2018,AS,3,DCA,SEA,311,2329,1842,-13,N
1/1/2018,AS,53,EWR,PDX,318,2434,1532,-13,N
1/1/2018,AS,62,SIT,KTN,30,183,1147,-13,N
1/1/2018,AS,102,ANC,SEA,185,1448,1227,-13,N
1/1/2018,AS,141,LAS,SEA,134,867,732,-13,N
1/1/2018,AS,174,ANC,LAS,274,2304,12,-13,N
1/1/2018,AS,343,SFO,SEA,93,679,1612,-13,N
1/1/2018,AS,366,SEA,GEG,36,224,1504,-13,N
1/1/2018,AS,583,SNA,PDX,124,859,1507,-13,N
1/1/2018,AS,588,PDX,PSP,114,873,1402,-13,N
1/1/2018,AS,743,SLC,SFO,95,599,718,-13,N
1/1/2018,AS,771,DCA,PDX,316,2350,1657,-13,N
1/1/2018,AS,803,SJC,OGG,305,2355,752,-13,N
1/1/2018,AS,876,KOA,SEA,322,2688,1142,-13,N
1/1/2018,9E,4025,JFK,SYR,48,209,952,-13,N
1/1/2018,B6,150,PSP,JFK,265,2378,2245,-13,N
1/1/2018,B6,1142,PBI,BDL,147,1133,1122,-13,N
1/1/2018,B6,1336,DTW,BOS,83,632,1847,-13,N
1/1/2018,B6,2036,DTW,BOS,87,632,941,-13,N
1/1/2018,EV,3922,JAN,IAH,58,351,1842,-13,N
1/1/2018,EV,4008,PWM,ORD,139,900,552,-13,N
1/1/2018,EV,4076,CRW,IAH,150,975,1827,-13,N
1/1/2018,EV,4385,LCH,IAH,28,127,1737,-13,N
1/1/2018,EV,4419,CRP,IAH,39,201,1752,-13,N
1/1/2018,EV,5348,JAN,ATL,56,341,908,-13,N
1/1/2018,G4,451,SAT,LAS,151,1069,2058,-13,N
1/1/2018,HA,269,KOA,OGG,20,84,1307,-13,N
1/1/2018,NK,292,LAS,IAH,135,1222,1832,-13,N
1/1/2018,NK,313,DTW,DFW,141,986,2043,-13,N
1/1/2018,OH,5112,DCA,DAY,66,391,1446,-13,N
1/1/2018,OH,5293,CRW,CLT,49,221,1932,-13,N
1/1/2018,OO,2936,FWA,ORD,33,157,1101,-13,N
1/1/2018,OO,3430,SLC,PDX,102,630,722,-13,N
1/1/2018,OO,3522,BIS,MSP,68,386,1701,-13,N
1/1/2018,OO,4606,LEX,DTW,60,296,1302,-13,N
1/1/2018,OO,4672,BUR,SLC,83,574,657,-13,N
1/1/2018,OO,4869,ALB,DTW,82,489,1227,-13,N
1/1/2018,OO,5099,DLH,ORD,70,397,615,-13,N
1/1/2018,OO,5478,TUS,DEN,88,639,752,-13,N
1/1/2018,OO,5631,BFL,SFO,42,238,557,-13,N
1/1/2018,OO,5684,ASE,DEN,28,125,1657,-13,N
1/1/2018,OO,5866,DEN,HDN,32,141,734,-13,N
1/1/2018,OO,5874,DEN,ASE,28,125,1737,-13,N
1/1/2018,OO,7394,SGU,SLC,45,272,1503,-13,N
1/1/2018,VX,1885,DAL,LAX,174,1246,2022,-13,N
1/1/2018,VX,1962,SFO,SAN,71,447,1722,-13,N
1/1/2018,YV,5867,TUS,PHX,28,110,2107,-13,N
1/1/2018,YV,5890,ELP,DFW,69,551,1802,-13,N
1/1/2018,YV,6057,RNO,IAH,188,1530,1247,-13,N
1/1/2018,YX,4529,DCA,PIT,40,204,1747,-13,N
1/1/2018,YX,4645,ORF,MIA,131,802,1317,-13,N
1/1/2018,YX,3461,RDU,EWR,59,416,1152,-13,N
1/1/2018,YX,5910,LGA,BNA,124,764,1617,-13,N
1/1/2018,AA,634,OAK,PHX,91,646,1225,-13,N
1/1/2018,AA,75,DFW,DCA,131,1192,557,-13,N
1/1/2018,AA,205,LAX,OGG,308,2486,1422,-13,N
1/1/2018,AA,284,HNL,LAX,298,2556,1512,-13,N
1/1/2018,AA,286,LIH,LAX,313,2615,2255,-13,N
1/1/2018,DL,993,MCO,BOS,133,1121,722,-13,N
1/1/2018,UA,2393,SEA,IAH,211,1874,15,-12,N
1/1/2018,UA,2000,PHX,ORD,177,1440,1328,-12,N
1/1/2018,UA,1985,FLL,EWR,145,1065,948,-12,N
1/1/2018,UA,1981,LAX,IAH,159,1379,1111,-12,N
1/1/2018,UA,1746,LIH,SFO,288,2447,2158,-12,N
1/1/2018,UA,1680,PHX,IAH,115,1009,1139,-12,N
1/1/2018,UA,1292,LIH,LAX,307,2615,2128,-12,N
1/1/2018,UA,1176,RSW,DEN,219,1607,750,-12,N
1/1/2018,UA,1155,BOS,EWR,50,200,623,-12,N
1/1/2018,UA,920,MTJ,IAH,112,927,1437,-12,N
1/1/2018,UA,578,DFW,ORD,111,802,1023,-12,N
1/1/2018,UA,216,AUS,IAH,30,140,1410,-12,N
1/1/2018,AS,6,LAX,DCA,258,2311,1233,-12,N
1/1/2018,AS,65,SEA,KTN,100,680,727,-12,N
1/1/2018,AS,134,ANC,PDX,187,1542,18,-12,N
1/1/2018,AS,515,PSP,SEA,141,987,1313,-12,N
1/1/2018,AS,671,AUS,SEA,242,1770,1928,-12,N
1/1/2018,9E,3879,CHS,ATL,50,259,1838,-12,N
1/1/2018,9E,3986,TYS,DTW,71,443,923,-12,N
1/1/2018,9E,4056,TYS,ATL,32,152,613,-12,N
1/1/2018,B6,577,FLL,SFO,371,2584,842,-12,N
1/1/2018,B6,834,SFO,BOS,308,2704,2018,-12,N
1/1/2018,B6,1134,SJU,MCO,168,1189,1623,-12,N
1/1/2018,B6,1286,PIT,BOS,70,496,942,-12,N
1/1/2018,B6,2101,BUF,JFK,59,301,808,-12,N
1/1/2018,B6,2115,DCA,JAX,109,634,1419,-12,N
1/1/2018,EV,2836,BHM,DFW,98,597,1858,-12,N
1/1/2018,EV,2850,SAF,DFW,74,551,1033,-12,N
1/1/2018,EV,2873,FSM,DFW,41,227,1431,-12,N
1/1/2018,EV,3965,IND,IAH,143,844,628,-12,N
1/1/2018,EV,4151,BHM,ORD,96,584,1401,-12,N
1/1/2018,EV,4193,IAH,MLU,40,262,1413,-12,N
1/1/2018,HA,591,ITO,HNL,37,216,1307,-12,N
1/1/2018,NK,622,RSW,DTW,141,1084,1213,-12,N
1/1/2018,NK,1006,FLL,PHL,138,992,1433,-12,N
1/1/2018,OH,5563,CAK,PHL,58,335,818,-12,N
1/1/2018,OO,3024,FLG,PHX,27,119,748,-12,N
1/1/2018,OO,3131,PHX,SGU,48,262,2103,-12,N
1/1/2018,OO,3326,DAL,LGA,183,1381,1653,-12,N
1/1/2018,OO,3345,SMF,SAN,71,480,1943,-12,N
1/1/2018,OO,4277,SCE,DTW,60,301,1309,-12,N
1/1/2018,OO,4647,SLC,GTF,76,463,928,-12,N
1/1/2018,OO,4872,AZO,MSP,72,426,648,-12,N
1/1/2018,OO,4893,MDW,MSP,62,349,613,-12,N
1/1/2018,OO,5018,LAX,MRY,52,266,723,-12,N
1/1/2018,OO,5281,BFL,DEN,109,845,523,-12,N
1/1/2018,OO,5457,SLC,DEN,56,391,515,-12,N
1/1/2018,OO,5538,TUS,ORD,185,1437,1203,-12,N
1/1/2018,OO,5543,BOI,SFO,94,522,1018,-12,N
1/1/2018,OO,5613,SFO,BFL,42,238,1943,-12,N
1/1/2018,OO,5634,RNO,LAX,63,391,1928,-12,N
1/1/2018,OO,5653,ELP,DEN,93,563,1823,-12,N
1/1/2018,OO,5710,FAT,LAX,43,209,623,-12,N
1/1/2018,OO,5766,SFO,RDD,35,199,733,-12,N
1/1/2018,OO,5825,DEN,ICT,55,420,1418,-12,N
1/1/2018,OO,5830,SFO,RDM,74,462,2023,-12,N
1/1/2018,OO,5856,TUS,DEN,92,639,653,-12,N
1/1/2018,OO,7359,ITH,DTW,59,353,1233,-12,N
1/1/2018,OO,7373,CPR,SLC,59,320,1732,-12,N
1/1/2018,OO,7416,RHI,MSP,35,190,1703,-12,N
1/1/2018,VX,1051,SFO,HNL,295,2398,1718,-12,N
1/1/2018,VX,1069,IAD,SFO,356,2419,648,-12,N
1/1/2018,VX,1202,SFO,ORD,219,1846,623,-12,N
1/1/2018,VX,1483,LAS,LAX,42,236,1908,-12,N
1/1/2018,VX,1490,LAX,LAS,45,236,1926,-12,N
1/1/2018,VX,1917,LAS,SFO,65,414,2133,-12,N
1/1/2018,WN,888,FLL,MCO,31,177,613,-12,N
1/1/2018,YV,5763,SBP,PHX,68,509,608,-12,N
1/1/2018,YV,6229,IAH,STL,95,667,1818,-12,N
1/1/2018,YV,6113,ICT,IAH,76,542,623,-12,N
1/1/2018,YV,6252,PIT,IAH,159,1117,1748,-12,N
1/1/2018,YX,4451,EYW,MIA,32,125,1906,-12,N
1/1/2018,YX,4581,EYW,MIA,28,125,1541,-12,N
1/1/2018,YX,4647,DCA,EYW,161,1023,1148,-12,N
1/1/2018,YX,3414,ABQ,ORD,143,1118,843,-12,N
1/1/2018,YX,3416,BUF,ORD,85,474,1023,-12,N
1/1/2018,AA,450,PHX,MIA,210,1972,47,-12,N
1/1/2018,AA,1977,DTW,MIA,159,1145,618,-12,N
1/1/2018,AA,1999,RDU,PHL,63,337,1521,-12,N
1/1/2018,AA,2071,RDU,PHL,53,337,745,-12,N
1/1/2018,AA,143,LAX,HNL,316,2556,1448,-12,N
1/1/2018,AA,208,SEA,PHX,143,1107,803,-12,N
1/1/2018,AA,1562,BOS,ORD,133,867,448,-12,N
1/1/2018,AA,1567,DCA,MIA,144,919,549,-12,N
1/1/2018,AA,1293,STX,MIA,152,1139,1621,-12,N
1/1/2018,AA,1329,SJU,ORD,291,2072,1538,-12,N
1/1/2018,AA,2530,RSW,ORD,158,1120,1258,-12,N
1/1/2018,DL,1426,ATL,STL,84,484,2158,-12,N
1/1/2018,UA,2135,PHX,DEN,78,602,1424,-11,N
1/1/2018,UA,2134,AUS,IAH,30,140,1951,-11,N
1/1/2018,UA,2098,LGA,IAH,228,1416,741,-11,N
1/1/2018,UA,1907,IAH,FLL,113,966,724,-11,N
1/1/2018,UA,1871,RSW,ORD,160,1120,549,-11,N
1/1/2018,UA,1776,PDX,ORD,194,1739,19,-11,N
1/1/2018,UA,1611,SNA,ORD,210,1726,644,-11,N
1/1/2018,UA,1575,HNL,SFO,283,2398,2334,-11,N
1/1/2018,UA,1418,FLL,ORD,166,1182,719,-11,N
1/1/2018,UA,1254,BOS,IAH,246,1597,704,-11,N
1/1/2018,UA,1179,LAS,IAH,143,1222,1531,-11,N
1/1/2018,UA,1177,IAD,ORF,36,157,819,-11,N
1/1/2018,UA,1101,PDX,DEN,118,991,1304,-11,N
1/1/2018,UA,555,SFO,SAN,,447,718,-11,N
1/1/2018,UA,265,CLE,IAH,172,1091,834,-11,N
1/1/2018,AS,2,SEA,DCA,268,2329,1348,-11,N
1/1/2018,AS,26,SEA,ORD,207,1721,1844,-11,N
1/1/2018,AS,55,SCC,BRW,43,204,959,-11,N
1/1/2018,AS,180,ANC,JNU,80,571,2234,-11,N
1/1/2018,AS,309,SJC,PDX,85,569,1604,-11,N
1/1/2018,AS,328,SEA,SJC,106,696,1944,-11,N
1/1/2018,AS,474,SEA,LAX,129,954,1736,-11,N
1/1/2018,AS,647,PHX,SEA,161,1107,1036,-11,N
1/1/2018,AS,711,STL,SEA,257,1709,549,-11,N
1/1/2018,AS,811,OAK,OGG,296,2349,649,-11,N
1/1/2018,AS,841,PDX,LIH,337,2631,917,-11,N
1/1/2018,9E,3714,BIS,MSP,58,386,449,-11,N
1/1/2018,9E,3858,ROC,LGA,56,254,1539,-11,N
1/1/2018,9E,3872,SYR,LGA,45,198,1349,-11,N
1/1/2018,9E,3313,CSG,ATL,26,83,649,-11,N
1/1/2018,9E,3374,GNV,ATL,54,300,549,-11,N
1/1/2018,9E,3380,MOB,ATL,53,302,659,-11,N
1/1/2018,9E,3395,ELM,DTW,55,332,1304,-11,N
1/1/2018,9E,3418,LAN,DTW,21,74,1704,-11,N
1/1/2018,B6,461,LGA,PBI,156,1035,719,-11,N
1/1/2018,B6,679,LAS,LGB,43,231,2020,-11,N
1/1/2018,B6,727,BOS,BWI,68,369,559,-11,N
1/1/2018,B6,761,LGA,PBI,177,1035,1549,-11,N
1/1/2018,B6,994,DEN,BOS,205,1754,2224,-11,N
1/1/2018,B6,1001,BUF,JFK,56,301,2129,-11,N
1/1/2018,B6,1888,MCO,ORH,127,1091,1327,-11,N
1/1/2018,EV,3934,SHV,IAH,40,192,1929,-11,N
1/1/2018,EV,5471,MSN,MSP,43,228,634,-11,N
1/1/2018,EV,4190,IAH,ECP,73,572,1959,-11,N
1/1/2018,EV,4263,HOB,IAH,69,501,1354,-11,N
1/1/2018,EV,4321,AEX,IAH,43,190,1204,-11,N
1/1/2018,EV,4344,MLU,IAH,53,262,1554,-11,N
1/1/2018,EV,4371,HSV,IAH,107,595,619,-11,N
1/1/2018,EV,5299,CLT,LGA,69,544,1229,-11,N
1/1/2018,F9,756,PHX,DEN,78,602,2104,-11,N
1/1/2018,F9,1702,MSY,MCO,73,551,2048,-11,N
1/1/2018,G4,405,ICT,LAS,135,986,2057,-11,N
1/1/2018,HA,155,OGG,HNL,24,100,756,-11,N
1/1/2018,HA,391,ITO,HNL,36,216,2014,-11,N
1/1/2018,HA,466,PPG,HNL,310,2599,2319,-11,N
1/1/2018,HA,504,LIH,HNL,21,102,1639,-11,N
1/1/2018,MQ,3484,BHM,DFW,103,597,2046,-11,N
1/1/2018,MQ,3406,LEX,ORD,65,323,1814,-11,N
1/1/2018,NK,606,RSW,DTW,141,1084,649,-11,N
1/1/2018,NK,647,IAG,FLL,169,1176,234,-11,N
1/1/2018,NK,683,DTW,RSW,146,1084,1242,-11,N
1/1/2018,NK,847,LGA,ORD,112,733,824,-11,N
1/1/2018,NK,863,LBE,MCO,118,823,649,-11,N
1/1/2018,NK,124,RSW,ORD,156,1120,1646,-11,N
1/1/2018,NK,197,LGA,FLL,178,1076,1219,-11,N
1/1/2018,NK,259,ACY,FLL,145,977,634,-11,N
1/1/2018,NK,422,MCO,BOS,136,1121,1524,-11,N
1/1/2018,NK,481,MSP,ATL,119,907,1108,-11,N
1/1/2018,OH,5472,HVN,PHL,46,157,1259,-11,N
1/1/2018,OH,5589,DAB,CLT,66,416,1508,-11,N
1/1/2018,OH,5706,GSO,CLT,24,83,2149,-11,N
1/1/2018,OH,5199,IND,PHL,83,588,1303,-11,N
1/1/2018,OH,5222,EWN,CLT,48,221,649,-11,N
1/1/2018,OO,3052,MTJ,PHX,69,419,1819,-11,N
1/1/2018,OO,3069,DRO,PHX,55,353,1824,-11,N
1/1/2018,OO,3158,OMA,ORD,65,416,1539,-11,N
1/1/2018,OO,3194,CAK,ORD,64,343,743,-11,N
1/1/2018,OO,3459,PSC,SEA,32,172,1122,-11,N
1/1/2018,OO,3526,SEA,TUS,148,1216,935,-11,N
1/1/2018,OO,4289,ITH,DTW,59,353,1724,-11,N
1/1/2018,OO,4468,SLC,HLN,74,402,1534,-11,N
1/1/2018,OO,4527,IDA,SLC,37,188,709,-11,N
1/1/2018,OO,4562,ATL,FWA,81,508,1329,-11,N
1/1/2018,OO,4626,MDT,DTW,69,371,1234,-11,N
1/1/2018,OO,4761,SDF,DTW,65,306,954,-11,N
1/1/2018,OO,4803,ATW,DTW,52,296,844,-11,N
1/1/2018,OO,4843,SLC,PSP,82,541,1049,-11,N
1/1/2018,OO,4887,OAK,LAX,59,337,1828,-11,N
1/1/2018,OO,4954,OMA,SLC,129,840,1736,-11,N
1/1/2018,OO,4992,SMF,SLC,73,532,1633,-11,N
1/1/2018,OO,5092,SFO,SBP,40,190,2234,-11,N
1/1/2018,OO,5167,DLH,ORD,74,397,1424,-11,N
1/1/2018,OO,5233,RDD,SFO,35,199,1645,-11,N
1/1/2018,OO,5257,DSM,DEN,96,589,1704,-11,N
1/1/2018,OO,5267,RNO,SFO,50,192,1736,-11,N
1/1/2018,OO,5320,SFO,RDM,76,462,809,-11,N
1/1/2018,OO,5421,DEN,ASE,37,125,1414,-11,N
1/1/2018,OO,5434,PSC,DEN,111,852,1339,-11,N
1/1/2018,OO,5463,BUR,DEN,114,850,649,-11,N
1/1/2018,OO,5473,BHM,DEN,177,1083,1422,-11,N
1/1/2018,OO,5493,XNA,DEN,106,616,1319,-11,N
1/1/2018,OO,5755,OKC,LAX,194,1187,1819,-11,N
1/1/2018,OO,5995,SAT,ORD,139,1041,1709,-11,N
1/1/2018,OO,7381,SGU,SLC,41,272,1109,-11,N
1/1/2018,OO,7394,SLC,SGU,41,272,1334,-11,N
1/1/2018,OO,7398,IMT,MSP,43,257,1304,-11,N
1/1/2018,VX,1260,LAS,JFK,269,2248,2139,-11,N
1/1/2018,VX,1594,SFO,PSP,66,421,2044,-11,N
1/1/2018,VX,1809,SFO,PDX,75,550,1829,-11,N
1/1/2018,VX,1916,SFO,LAS,65,414,1844,-11,N
1/1/2018,YV,5954,DSM,DFW,95,624,2049,-11,N
1/1/2018,YV,6008,BUF,IAD,49,283,1009,-11,N
1/1/2018,YV,6253,IAD,BDL,50,326,1234,-11,N
1/1/2018,YV,6218,IAH,DCA,146,1208,1624,-11,N
1/1/2018,YX,4489,IAH,MIA,117,964,714,-11,N
1/1/2018,YX,4531,SDF,DCA,63,474,1129,-11,N
1/1/2018,YX,4735,STL,PHL,112,814,1329,-11,N
1/1/2018,YX,3417,EWR,DFW,229,1372,1232,-11,N
1/1/2018,YX,3482,ORD,BUF,69,474,709,-11,N
1/1/2018,YX,3582,DFW,DEN,104,641,2005,-11,N
1/1/2018,YX,3755,PIT,EWR,56,319,1854,-11,N
1/1/2018,AA,2236,TUL,DFW,49,237,1809,-11,N
1/1/2018,AA,955,RDU,MIA,103,700,549,-11,N
1/1/2018,AA,1904,TPA,CLT,74,507,1915,-11,N
1/1/2018,AA,2710,TPA,DCA,101,814,1209,-11,N
1/1/2018,AA,347,PHX,DEN,80,602,2234,-11,N
1/1/2018,AA,1518,ORF,DFW,202,1212,1054,-11,N
1/1/2018,AA,1561,AUS,DFW,37,190,1234,-11,N
1/1/2018,DL,796,HDN,MSP,105,774,1519,-11,N
1/1/2018,DL,922,SJU,ATL,215,1547,804,-11,N
1/1/2018,DL,1708,CHO,ATL,78,457,559,-11,N
1/1/2018,DL,2616,SJC,LAX,55,308,1809,-11,N
1/1/2018,UA,2162,SFO,EUG,70,451,2003,-10,N
1/1/2018,UA,2117,LAX,EWR,276,2454,1150,-10,N
1/1/2018,UA,2109,DFW,IAH,46,224,1915,-10,N
1/1/2018,UA,2092,BWI,IAH,197,1235,510,-10,N
1/1/2018,UA,1979,LAX,AUS,142,1242,639,-10,N
1/1/2018,UA,1865,SFO,BOS,303,2704,1055,-10,N
