Index,Date,Airline,Flight_Num,Origin,Destination,Air_Time,Distance,Dep_Time,Hour,Delay,Cancelled (Y/N)
5322,1/1/2018,MQ,3747,ORD,CID,33,196,17:26,17,11,0
459,1/1/2018,UA,1722,ORD,IAH,129,925,18:03,18,11,0
368,1/1/2018,UA,1823,ORD,LGA,101,733,19:27,19,11,0
3718,1/1/2018,EV,4219,ORD,TUL,87,585,19:31,19,11,0
15656,1/1/2018,AA,1162,ORD,LAX,240,1744,20:26,20,11,0
3779,1/1/2018,EV,4305,ORD,BHM,82,584,21:10,21,11,0
5090,1/1/2018,MQ,3324,ORD,CMH,47,296,21:49,21,11,0
5342,1/1/2018,MQ,3770,ORD,MSN,26,108,22:10,22,11,0
1027,1/1/2018,UA,683,ORD,LAX,227,1744,23:06,23,11,0
5163,1/1/2018,MQ,3389,ORD,IAH,140,925,10:22,10,12,0
6657,1/1/2018,OO,2950,ORD,CHA,66,501,12:05,12,12,0
13333,1/1/2018,YX,3498,ORD,IND,30,177,18:42,18,12,0
1208,1/1/2018,UA,518,ORD,PDX,225,1739,20:16,20,12,0
15017,1/1/2018,AA,2740,ORD,BOS,111,867,20:22,20,12,0
3525,1/1/2018,EV,3978,ORD,RIC,84,642,7:28,7,13,0
4072,1/1/2018,F9,1294,ORD,MCO,134,1005,7:42,7,13,0
930,1/1/2018,UA,775,ORD,DEN,128,888,12:28,12,13,0
5179,1/1/2018,MQ,3406,ORD,LEX,49,323,15:33,15,13,0
15307,1/1/2018,AA,375,ORD,LGA,98,733,17:43,17,13,0
1093,1/1/2018,UA,624,ORD,DCA,79,612,18:19,18,13,0
5181,1/1/2018,MQ,3408,ORD,CMH,45,296,20:17,20,13,0
5674,1/1/2018,NK,929,ORD,MCO,129,1005,20:11,20,13,0
14334,1/1/2018,AA,2327,ORD,ATL,81,606,22:08,22,13,0
290,1/1/2018,UA,1913,ORD,EWR,90,719,6:14,6,14,0
6681,1/1/2018,OO,2972,ORD,RIC,87,642,8:34,8,14,0
792,1/1/2018,UA,1112,ORD,SNA,234,1726,9:49,9,14,0
1126,1/1/2018,UA,589,ORD,IAH,135,925,9:39,9,14,0
3500,1/1/2018,EV,3948,ORD,BHM,79,584,12:39,12,14,0
1450,1/1/2018,UA,307,ORD,BWI,81,622,14:07,14,14,0
13497,1/1/2018,YX,3693,ORD,DCA,81,612,15:14,15,14,0
15004,1/1/2018,AA,2727,ORD,FLL,156,1182,19:09,19,14,0
14279,1/1/2018,AA,2270,ORD,AUS,129,977,20:24,20,14,0
1040,1/1/2018,UA,670,ORD,BOS,105,867,21:17,21,14,0
13611,1/1/2018,YX,5968,ORD,LGA,95,733,10:45,10,15,0
14353,1/1/2018,AA,2346,ORD,DFW,114,802,14:15,14,15,0
5428,1/1/2018,MQ,3920,ORD,GSP,73,577,15:14,15,15,0
15657,1/1/2018,AA,1164,ORD,PHX,201,1440,15:39,15,15,0
657,1/1/2018,UA,1280,ORD,ANC,386,2846,16:20,16,15,0
5154,1/1/2018,MQ,3378,ORD,PIT,57,413,17:14,17,15,0
13715,1/1/2018,AA,479,ORD,PHL,88,678,18:51,18,15,0
3555,1/1/2018,EV,4022,ORD,IND,32,177,23:05,23,15,0
1312,1/1/2018,UA,427,ORD,LGA,93,733,7:46,7,16,0
1045,1/1/2018,UA,667,ORD,PHX,201,1440,8:07,8,16,0
15870,1/1/2018,AA,2412,ORD,EGE,143,1007,9:29,9,16,0
14307,1/1/2018,AA,2300,ORD,DEN,142,888,10:16,10,16,0
4985,1/1/2018,MQ,3663,ORD,ALO,42,234,12:01,12,16,0
17378,1/1/2018,DL,2029,ORD,SEA,231,1721,14:41,14,16,0
15361,1/1/2018,AA,1407,ORD,MIA,156,1197,15:26,15,16,0
6889,1/1/2018,OO,3182,ORD,BUF,71,474,17:01,17,16,0
1267,1/1/2018,UA,464,ORD,MSY,108,837,21:11,21,16,0
2789,1/1/2018,B6,563,ORD,FLL,160,1182,7:17,7,17,0
4966,1/1/2018,MQ,3652,ORD,RAP,157,779,10:27,10,17,0
5185,1/1/2018,MQ,3410,ORD,GRR,35,137,10:22,10,17,0
6633,1/1/2018,OO,2931,ORD,PIA,27,130,17:05,17,17,0
13290,1/1/2018,YX,3451,ORD,CHS,96,760,19:32,19,17,0
57,1/1/2018,UA,2159,ORD,DTW,43,235,21:12,21,17,0
6840,1/1/2018,OO,3139,ORD,TYS,64,475,8:53,8,18,0
8409,1/1/2018,VX,1231,ORD,LAX,243,1744,8:18,8,18,0
6798,1/1/2018,OO,3098,ORD,ASE,162,1013,11:03,11,18,0
15799,1/1/2018,AA,1310,ORD,MSY,114,837,12:03,12,18,0
14626,1/1/2018,AA,1003,ORD,SLC,180,1250,17:18,17,18,0
14383,1/1/2018,AA,2375,ORD,DFW,109,802,18:53,18,18,0
5358,1/1/2018,MQ,3787,ORD,OMA,64,416,22:13,22,18,0
7857,1/1/2018,OO,5404,ORD,PBI,166,1144,7:49,7,19,0
14765,1/1/2018,AA,1951,ORD,PHX,195,1440,10:14,10,19,0
14196,1/1/2018,AA,2192,ORD,DCA,77,612,15:29,15,19,0
13385,1/1/2018,YX,3558,ORD,DTW,52,235,16:09,16,19,0
4891,1/1/2018,MQ,3588,ORD,IND,31,177,18:59,18,19,0
15675,1/1/2018,AA,1183,ORD,MSY,114,837,19:09,19,19,0
14584,1/1/2018,AA,864,ORD,CLT,80,599,20:34,20,19,0
4,1/1/2018,UA,2424,ORD,ALB,83,723,6:50,6,20,0
15682,1/1/2018,AA,1191,ORD,EWR,96,719,9:00,9,20,0
5295,1/1/2018,MQ,3724,ORD,CVG,45,264,13:10,13,20,0
13370,1/1/2018,YX,3540,ORD,CLT,82,599,14:42,14,20,0
6874,1/1/2018,OO,3168,ORD,MLI,28,139,15:27,15,20,0
3765,1/1/2018,EV,4290,ORD,FSD,72,462,19:48,19,20,0
5214,1/1/2018,MQ,3435,ORD,MCI,63,403,12:26,12,21,0
15756,1/1/2018,AA,1267,ORD,RSW,148,1120,12:26,12,21,0
13494,1/1/2018,YX,3689,ORD,DCA,78,612,14:21,14,21,0
4917,1/1/2018,MQ,3610,ORD,CMH,57,296,18:46,18,21,0
5227,1/1/2018,MQ,3446,ORD,LEX,53,323,19:01,19,21,0
15481,1/1/2018,AA,1537,ORD,PHL,87,678,7:25,7,22,0
5136,1/1/2018,MQ,3365,ORD,BUF,62,474,9:07,9,22,0
4907,1/1/2018,MQ,3601,ORD,MDT,76,594,19:12,19,22,0
5248,1/1/2018,MQ,3467,ORD,AZO,30,122,9:03,9,23,0
5385,1/1/2018,MQ,3808,ORD,MEM,72,491,10:33,10,23,0
6837,1/1/2018,OO,3135,ORD,MCI,65,403,10:33,10,23,0
4792,1/1/2018,MQ,3502,ORD,EVV,42,272,12:33,12,23,0
2225,1/1/2018,9E,4014,ORD,MSP,58,334,13:08,13,23,0
3454,1/1/2018,EV,3904,ORD,RIC,87,642,14:18,14,23,0
6712,1/1/2018,OO,3001,ORD,FNT,46,223,17:04,17,23,0
15794,1/1/2018,AA,1305,ORD,SFO,249,1846,17:28,17,23,0
15642,1/1/2018,AA,1143,ORD,RDU,90,646,19:08,19,23,0
6744,1/1/2018,OO,3038,ORD,CAK,56,343,12:36,12,24,0
5398,1/1/2018,MQ,3821,ORD,ROC,78,528,15:23,15,24,0
13827,1/1/2018,AA,593,ORD,CLT,88,599,16:14,16,24,0
4232,1/1/2018,F9,1285,ORD,DEN,132,888,20:04,20,24,0
14377,1/1/2018,AA,2367,ORD,DCA,88,612,20:37,20,24,0
6679,1/1/2018,OO,2969,ORD,CLE,53,316,22:01,22,24,0
3565,1/1/2018,EV,4035,ORD,PWM,127,900,14:20,14,25,0
13613,1/1/2018,YX,5976,ORD,LGA,92,733,14:55,14,25,0
14282,1/1/2018,AA,2274,ORD,AUS,136,977,15:25,15,25,0
6821,1/1/2018,OO,3121,ORD,MKE,20,67,18:44,18,25,0
7881,1/1/2018,OO,5428,ORD,BNA,60,409,19:53,19,25,0
1538,1/1/2018,UA,230,ORD,CLE,48,316,20:05,20,25,0
7922,1/1/2018,OO,5471,ORD,ABQ,158,1118,20:05,20,25,0
7182,1/1/2018,OO,4526,ORD,DTW,52,235,9:16,9,26,0
4938,1/1/2018,MQ,3628,ORD,OKC,99,693,20:30,20,26,0
58,1/1/2018,UA,2158,ORD,CLT,76,599,21:27,21,26,0
6819,1/1/2018,OO,3120,ORD,MKE,18,67,21:41,21,26,0
5373,1/1/2018,MQ,3799,ORD,BNA,63,409,12:32,12,27,0
6899,1/1/2018,OO,3193,ORD,SYR,78,607,12:13,12,27,0
15303,1/1/2018,AA,368,ORD,LGA,92,733,14:57,14,27,0
6637,1/1/2018,OO,2933,ORD,SYR,81,607,19:21,19,27,0
14720,1/1/2018,AA,1908,ORD,PHX,195,1440,20:57,20,27,0
5113,1/1/2018,MQ,3349,ORD,ELP,162,1236,21:02,21,27,0
6812,1/1/2018,OO,3111,ORD,CHO,76,566,12:21,12,28,0
6887,1/1/2018,OO,3181,ORD,CLE,53,316,12:42,12,28,0
269,1/1/2018,UA,1936,ORD,DTW,45,235,14:13,14,28,0
4850,1/1/2018,MQ,3556,ORD,IND,30,177,17:13,17,28,0
6817,1/1/2018,OO,3116,ORD,ICT,88,588,17:11,17,28,0
8405,1/1/2018,VX,1211,ORD,SFO,249,1846,19:38,19,28,0
15810,1/1/2018,AA,1323,ORD,STL,42,258,19:08,19,28,0
15385,1/1/2018,AA,1430,ORD,IAH,122,925,20:58,20,28,0
4912,1/1/2018,MQ,3606,ORD,PVD,101,849,12:54,12,29,0
4881,1/1/2018,MQ,3578,ORD,IND,31,177,13:44,13,29,0
13365,1/1/2018,YX,3535,ORD,DCA,84,612,13:19,13,29,0
1140,1/1/2018,UA,578,ORD,BOS,105,867,14:14,14,29,0
13310,1/1/2018,YX,3474,ORD,BUF,69,474,14:39,14,29,0
499,1/1/2018,UA,1642,ORD,LGA,96,733,17:29,17,29,0
6894,1/1/2018,OO,3189,ORD,CAK,58,343,18:59,18,29,0
15002,1/1/2018,AA,2723,ORD,RNO,221,1671,20:44,20,29,0
860,1/1/2018,UA,927,ORD,LAX,233,1744,9:00,9,30,0
7729,1/1/2018,OO,5268,ORD,PSP,226,1651,9:40,9,30,0
4217,1/1/2018,F9,1330,ORD,TPA,129,1012,16:55,16,30,0
15838,1/1/2018,AA,1358,ORD,LAX,232,1744,17:30,17,30,0
8024,1/1/2018,OO,5600,ORD,TYS,62,475,21:28,21,30,0
15097,1/1/2018,AA,91,ORD,DFW,115,802,22:10,22,30,0
4901,1/1/2018,MQ,3596,ORD,SDF,50,286,12:46,12,31,0
6632,1/1/2018,OO,2930,ORD,IND,35,177,12:21,12,31,0
212,1/1/2018,UA,1995,ORD,EWR,93,719,18:17,18,31,0
855,1/1/2018,UA,964,ORD,RIC,82,642,18:19,18,31,0
5324,1/1/2018,MQ,3749,ORD,EWR,105,719,10:52,10,32,0
5057,1/1/2018,MQ,3297,ORD,HPN,101,738,13:03,13,33,0
5357,1/1/2018,MQ,3786,ORD,DAY,43,240,17:10,17,33,0
6697,1/1/2018,OO,2983,ORD,MCI,65,403,17:23,17,33,0
5289,1/1/2018,MQ,3718,ORD,CMI,27,135,17:20,17,34,0
7795,1/1/2018,OO,5336,ORD,ATL,80,606,18:19,18,34,0
3462,1/1/2018,EV,3910,ORD,EVV,43,272,19:59,19,34,0
6763,1/1/2018,OO,3059,ORD,TVC,44,224,22:22,22,34,0
5064,1/1/2018,MQ,3304,ORD,ROC,71,528,12:35,12,35,0
15272,1/1/2018,AA,334,ORD,MIA,155,1197,12:35,12,35,0
15594,1/1/2018,AA,1644,ORD,MIA,157,1197,21:05,21,35,0
4801,1/1/2018,MQ,3512,ORD,TUL,89,585,12:36,12,36,0
2190,1/1/2018,9E,3968,ORD,JFK,101,740,14:11,14,36,0
14008,1/1/2018,AA,1741,ORD,CLT,81,599,14:21,14,36,0
13377,1/1/2018,YX,3549,ORD,PIT,62,413,18:26,18,36,0
3585,1/1/2018,EV,4065,ORD,PIA,27,130,21:31,21,36,0
3866,1/1/2018,EV,4425,ORD,BNA,61,409,8:23,8,37,0
1082,1/1/2018,UA,635,ORD,SEA,233,1721,9:52,9,37,0
6898,1/1/2018,OO,3191,ORD,BIS,105,716,12:58,12,37,0
13317,1/1/2018,YX,3481,ORD,COS,129,911,12:55,12,37,0
5791,1/1/2018,NK,219,ORD,ATL,80,606,15:37,15,37,0
5411,1/1/2018,MQ,3837,ORD,SGF,68,438,17:31,17,37,0
